Марка;Цена;Метро;Ссылка
Lexus LS, 2013;2 188 000  ₽;Алексеевская;https://www.avito.ru/moskva/avtomobili/lexus_ls_2013_2008735722
Lexus GS, 2012;1 690 000  ₽;Улица Горчакова;https://www.avito.ru/moskva/avtomobili/lexus_gs_2012_1989658932
Lexus IS, 2008;625 000  ₽;Беломорская;https://www.avito.ru/moskva/avtomobili/lexus_is_2008_1998141137
Lexus RX, 2011;1 585 000  ₽;Преображенская площадь;https://www.avito.ru/moskva/avtomobili/lexus_rx_2011_1917926557
Lexus ES, 2014;1 400 000  ₽;Озёрная;https://www.avito.ru/moskva/avtomobili/lexus_es_2014_1888281730
Lexus LS, 2008;750 000  ₽;Лермонтовский проспект;https://www.avito.ru/moskva/avtomobili/lexus_ls_2008_1852019003
Lexus LX, 2002;1 200 000  ₽;Жулебино;https://www.avito.ru/moskva/avtomobili/lexus_lx_2002_1932157210
Lexus RX, 2019;3 099 000  ₽;ЗИЛ;https://www.avito.ru/moskva/avtomobili/lexus_rx_2019_1943308351
Lexus GS, 2010;780 000  ₽;Зеленоград;https://www.avito.ru/moskva_zelenograd/avtomobili/lexus_gs_2010_1957686022
Lexus NX, 2016;2 177 000  ₽;ЗИЛ;https://www.avito.ru/moskva/avtomobili/lexus_nx_2016_2007853786
Lexus IS, 2008;995 000  ₽;Молодежная;https://www.avito.ru/moskva/avtomobili/lexus_is_2008_1978450241
Lexus LX, 2008;1 799 000  ₽;Крылатское;https://www.avito.ru/moskva/avtomobili/lexus_lx_2008_1978411633
Lexus GS, 2005;830 000  ₽;Домодедовская;https://www.avito.ru/moskva/avtomobili/lexus_gs_2005_1760102896
Lexus NX, 2017;2 050 000  ₽;Домодедовская;https://www.avito.ru/moskva/avtomobili/lexus_nx_2017_2010805105
Lexus RX, 2016;3 160 000  ₽;Павелецкая;https://www.avito.ru/moskva/avtomobili/lexus_rx_2016_1880069263
Lexus NX, 2016;2 139 900  ₽;Мякинино;https://www.avito.ru/moskva/avtomobili/lexus_nx_2016_2006483344
Lexus GS, 2012;1 099 000  ₽;Новохохловская;https://www.avito.ru/moskva/avtomobili/lexus_gs_2012_1975291259
Lexus LX, 2017;5 999 000  ₽;Строгино;https://www.avito.ru/moskva/avtomobili/lexus_lx_2017_1903023199
Lexus UX, 2019;2 499 000  ₽;Угрешская;https://www.avito.ru/moskva/avtomobili/lexus_ux_2019_1998320352
Lexus LS, 2010;1 200 000  ₽;Юго-Восточная;https://www.avito.ru/moskva/avtomobili/lexus_ls_2010_1867673949
Lexus GX, 2007;1 600 000  ₽;Охотный ряд;https://www.avito.ru/moskva/avtomobili/lexus_gx_2007_1809531116
Lexus RX, 2017;3 525 000  ₽;ВДНХ;https://www.avito.ru/moskva/avtomobili/lexus_rx_2017_1989869047
Lexus GS, 2007;580 000  ₽;Выхино;https://www.avito.ru/moskva/avtomobili/lexus_gs_2007_1954444999
Lexus LX, 2000;790 000  ₽;Бибирево;https://www.avito.ru/moskva/avtomobili/lexus_lx_2000_539821026
Lexus LX, 2006;1 410 000  ₽;Площадь революции;https://www.avito.ru/moskva/avtomobili/lexus_lx_2006_1845043255
Lexus GS, 2010;520 000  ₽;Кожуховская;https://www.avito.ru/moskva/avtomobili/lexus_gs_2010_2001909327
Lexus ES, 2012;1 300 000  ₽;Планерная;https://www.avito.ru/moskva/avtomobili/lexus_es_2012_1990211603
Lexus IS, 2013;2 000 000  ₽;Коломенская;https://www.avito.ru/moskva/avtomobili/lexus_is_2013_1948320506
Lexus LX, 2009;2 149 000  ₽;Озёрная;https://www.avito.ru/moskva/avtomobili/lexus_lx_2009_2006336409
Lexus IS, 2011;1 070 000  ₽;Медведково;https://www.avito.ru/moskva/avtomobili/lexus_is_2011_1839382934
Lexus RX, 2005;825 000  ₽;Алтуфьево;https://www.avito.ru/moskva/avtomobili/lexus_rx_2005_1983126051
Lexus RX, 2009;1 230 000  ₽;Хорошевская;https://www.avito.ru/moskva/avtomobili/lexus_rx_2009_1994688414
Lexus LX, 2009;1 975 000  ₽;Нагатинская;https://www.avito.ru/moskva/avtomobili/lexus_lx_2009_1983583726
Lexus UX, 2019;2 460 000  ₽;Ховрино;https://www.avito.ru/moskva/avtomobili/lexus_ux_2019_1946301491
Lexus RX, 2014;1 928 000  ₽;Угрешская;https://www.avito.ru/moskva/avtomobili/lexus_rx_2014_1965973395
Lexus RX, 2017;3 185 000  ₽;Угрешская;https://www.avito.ru/moskva/avtomobili/lexus_rx_2017_1998421108
Lexus LS, 2007;1 250 000  ₽;Теплый стан;https://www.avito.ru/moskva/avtomobili/lexus_ls_2007_1992099449
Lexus RX, 2007;80 000  ₽;Отрадное;https://www.avito.ru/moskva/avtomobili/lexus_rx_2007_1663659917
Lexus GS, 2007;800 000  ₽;Отрадное;https://www.avito.ru/moskva/avtomobili/lexus_gs_2007_2004423580
Lexus IS, 2007;719 000  ₽;Алтуфьево;https://www.avito.ru/moskva/avtomobili/lexus_is_2007_1992599591
Lexus LX, 2020;8 350 000  ₽;Площадь революции;https://www.avito.ru/moskva/avtomobili/lexus_lx_2020_1986326247
Lexus NX, 2015;2 299 000  ₽;Планерная;https://www.avito.ru/moskva/avtomobili/lexus_nx_2015_1970162122
Lexus IS, 1999;700 000  ₽;Каширская;https://www.avito.ru/moskva/avtomobili/lexus_is_1999_1969368731
Lexus RX, 2014;1 799 999  ₽;Первомайская;https://www.avito.ru/moskva/avtomobili/lexus_rx_2014_1860459577
Lexus NX, 2018;2 690 000  ₽;ЦСКА;https://www.avito.ru/moskva/avtomobili/lexus_nx_2018_1953581341
Lexus NX, 2016;2 250 000  ₽;Чистые пруды;https://www.avito.ru/moskva/avtomobili/lexus_nx_2016_1958610057
Lexus NX, 2015;1 945 000  ₽;Крылатское;https://www.avito.ru/moskva/avtomobili/lexus_nx_2015_1978473353
Lexus LX, 2016;4 547 000  ₽;Угрешская;https://www.avito.ru/moskva/avtomobili/lexus_lx_2016_1966670757
Lexus LX, 2017;5 110 000  ₽;Ховрино;https://www.avito.ru/moskva/avtomobili/lexus_lx_2017_1978003548
Lexus LS, 2006;720 000  ₽;Улица 1905 года;https://www.avito.ru/moskva/avtomobili/lexus_ls_2006_1973475476
Lexus NX, 2016;2 250 000  ₽;Площадь революции;https://www.avito.ru/moskva/avtomobili/lexus_nx_2016_1944134213
Lexus LX, 2020;8 120 000  ₽;Площадь революции;https://www.avito.ru/moskva/avtomobili/lexus_lx_2020_1986243790
Lexus NX, 2016;2 780 000  ₽;Домодедовская;https://www.avito.ru/moskva/avtomobili/lexus_nx_2016_2010877904
Lexus RX, 2017;2 999 000  ₽;Крылатское;https://www.avito.ru/moskva/avtomobili/lexus_rx_2017_1978064011
Lexus RX, 2010;1 387 000  ₽;Ясенево;https://www.avito.ru/moskva/avtomobili/lexus_rx_2010_2012360256
Lexus RX, 2018;3 200 000  ₽;Аннино;https://www.avito.ru/moskva/avtomobili/lexus_rx_2018_955833237
Lexus RX, 1999;329 900  ₽;Мякинино;https://www.avito.ru/moskva/avtomobili/lexus_rx_1999_2006141995
Lexus IS, 2007;895 000  ₽;Шаболовская;https://www.avito.ru/moskva/avtomobili/lexus_is_2007_1874235513
Lexus GS, 1996;220 000  ₽;Новые Черемушки;https://www.avito.ru/moskva/avtomobili/lexus_gs_1996_1984782483
Lexus RX, 2019;3 370 000  ₽;Ростокино;https://www.avito.ru/moskva/avtomobili/lexus_rx_2019_1963848089
Lexus GX, 2005;1 255 000  ₽;Строгино;https://www.avito.ru/moskva/avtomobili/lexus_gx_2005_1987025506
Lexus RX, 2011;1 399 000  ₽;Тимирязевская;https://www.avito.ru/moskva/avtomobili/lexus_rx_2011_1963127014
Lexus LX, 2010;2 322 000  ₽;Верхние Лихоборы;https://www.avito.ru/moskva/avtomobili/lexus_lx_2010_2004379125
Lexus NX, 2017;2 597 000  ₽;Волгоградский проспект;https://www.avito.ru/moskva/avtomobili/lexus_nx_2017_2004336266
Lexus ES, 2015;1 800 000  ₽;Боровское шоссе;https://www.avito.ru/moskva/avtomobili/lexus_es_2015_2009690745
Lexus NX, 2016;2 205 000  ₽;Ясенево;https://www.avito.ru/moskva/avtomobili/lexus_nx_2016_2012897891
Lexus GS, 2012;179 999  ₽;Международная;https://www.avito.ru/moskva/avtomobili/lexus_gs_2012_1973947091
Lexus GS, 2007;550 000  ₽;Щелковская;https://www.avito.ru/moskva/avtomobili/lexus_gs_2007_1197714290
Lexus LX, 2012;3 049 000  ₽;Хорошевская;https://www.avito.ru/moskva/avtomobili/lexus_lx_2012_1955230635
Lexus IS, 2013;1 530 900  ₽;Планерная;https://www.avito.ru/moskva/avtomobili/lexus_is_2013_1970898069
Lexus LX, 2016;5 500 000  ₽;Крылатское;https://www.avito.ru/moskva/avtomobili/lexus_lx_2016_1882571174
Lexus GS, 2015;2 490 000  ₽;Академическая;https://www.avito.ru/moskva/avtomobili/lexus_gs_2015_1962349586
Lexus NX, 2016;2 159 000  ₽;Проспект Вернадского;https://www.avito.ru/moskva/avtomobili/lexus_nx_2016_2001677866
Lexus ES, 2016;1 840 000  ₽;Хорошевская;https://www.avito.ru/moskva/avtomobili/lexus_es_2016_1994570251
Lexus LS, 2013;2 250 000  ₽;Маяковская;https://www.avito.ru/moskva/avtomobili/lexus_ls_2013_1772787194
Lexus NX, 2016;2 149 000  ₽;Домодедовская;https://www.avito.ru/moskva/avtomobili/lexus_nx_2016_1978406915
Lexus RX, 2007;1 150 000  ₽;Ленинский проспект;https://www.avito.ru/moskva/avtomobili/lexus_rx_2007_2008261858
Lexus RX, 2015;2 145 000  ₽;Люблино;https://www.avito.ru/moskva/avtomobili/lexus_rx_2015_1974871353
Lexus RX, 2018;3 250 000  ₽;Улица академика Янгеля;https://www.avito.ru/moskva/avtomobili/lexus_rx_2018_1874593620
Lexus LX, 2013;3 099 000  ₽;Угрешская;https://www.avito.ru/moskva/avtomobili/lexus_lx_2013_1998485372
Lexus RX, 2011;1 358 000  ₽;Ясенево;https://www.avito.ru/moskva/avtomobili/lexus_rx_2011_1980404439
Lexus LX, 2012;2 898 000  ₽;Ясенево;https://www.avito.ru/moskva/avtomobili/lexus_lx_2012_1980306102
Lexus LX, 2013;2 800 000  ₽;Новохохловская;https://www.avito.ru/moskva/avtomobili/lexus_lx_2013_1975043620
Lexus LX, 2016;6 400 000  ₽;Площадь революции;https://www.avito.ru/moskva/avtomobili/lexus_lx_2016_1983045053
Lexus NX, 2017;2 499 000  ₽;Чертановская;https://www.avito.ru/moskva/avtomobili/lexus_nx_2017_1769407955
Lexus NX, 2015;2 295 000  ₽;Хорошевская;https://www.avito.ru/moskva/avtomobili/lexus_nx_2015_1994676045
Lexus ES, 2013;1 419 000  ₽;Угрешская;https://www.avito.ru/moskva/avtomobili/lexus_es_2013_1998025438
Lexus NX, 2018;2 298 754  ₽;Планерная;https://www.avito.ru/moskva/avtomobili/lexus_nx_2018_2002804393
Lexus GS, 2009;830 000  ₽;Строгино;https://www.avito.ru/moskva/avtomobili/lexus_gs_2009_1834440149
Lexus RX, 2017;3 750 000  ₽;Курская;https://www.avito.ru/moskva/avtomobili/lexus_rx_2017_1762880058
Lexus RX, 2014;2 500 000  ₽;Нагатинская;https://www.avito.ru/moskva/avtomobili/lexus_rx_2014_1835412099
Lexus GS, 2005;725 000  ₽;Станция метро не указана;https://www.avito.ru/moskva/avtomobili/lexus_gs_2005_1828461318
Lexus LX, 2013;3 380 000  ₽;Новогиреево;https://www.avito.ru/moskva/avtomobili/lexus_lx_2013_1862460482
Lexus RX, 2015;1 799 000  ₽;Крылатское;https://www.avito.ru/moskva/avtomobili/lexus_rx_2015_1978695110
Lexus NX, 2017;2 180 000  ₽;Домодедовская;https://www.avito.ru/moskva/avtomobili/lexus_nx_2017_1978655766
Lexus GS, 2000;495 000  ₽;Зеленоград;https://www.avito.ru/moskva_zelenograd/avtomobili/lexus_gs_2000_1920567733
Lexus RX, 2009;1 390 000  ₽;Хорошевская;https://www.avito.ru/moskva/avtomobili/lexus_rx_2009_1994916914
Lexus NX, 2015;1 990 000  ₽;Молодежная;https://www.avito.ru/moskva/avtomobili/lexus_nx_2015_2006706104
Lexus RX, 2019;4 350 000  ₽;Беломорская;https://www.avito.ru/moskva/avtomobili/lexus_rx_2019_1995659262
Lexus RX, 2018;4 100 000  ₽;Алтуфьево;https://www.avito.ru/moskva/avtomobili/lexus_rx_2018_1966138561
Lexus GS, 2008;860 000  ₽;Бабушкинская;https://www.avito.ru/moskva/avtomobili/lexus_gs_2008_1797621624
Lexus NX, 2014;2 299 999  ₽;Новослободская;https://www.avito.ru/moskva/avtomobili/lexus_nx_2014_1913378365
Lexus LX, 2003;1 290 000  ₽;Говорово;https://www.avito.ru/moskva/avtomobili/lexus_lx_2003_1893852748
Lexus RX, 1998;398 000  ₽;Ясенево;https://www.avito.ru/moskva/avtomobili/lexus_rx_1998_1980022225
Lexus NX, 2018;2 339 000  ₽;Крылатское;https://www.avito.ru/moskva/avtomobili/lexus_nx_2018_1978803808
Lexus NX, 2015;2 300 000  ₽;Волоколамская;https://www.avito.ru/moskva/avtomobili/lexus_nx_2015_1512391070
Lexus ES, 2013;1 499 000  ₽;Планерная;https://www.avito.ru/moskva/avtomobili/lexus_es_2013_1970676573
Lexus ES, 2012;1 392 289  ₽;Планерная;https://www.avito.ru/moskva/avtomobili/lexus_es_2012_2002797692
Lexus GX, 2015;3 200 000  ₽;Аннино;https://www.avito.ru/moskva/avtomobili/lexus_gx_2015_1963846518
Lexus LX, 2017;9 900 000  ₽;ЗИЛ;https://www.avito.ru/moskva/avtomobili/lexus_lx_2017_1975474915
Lexus LS, 2004;650 000  ₽;Алма-Атинская;https://www.avito.ru/moskva/avtomobili/lexus_ls_2004_1957168558
Lexus NX, 2016;2 150 000  ₽;Хорошевская;https://www.avito.ru/moskva/avtomobili/lexus_nx_2016_1994310763
Lexus NX, 2016;2 049 000  ₽;Домодедовская;https://www.avito.ru/moskva/avtomobili/lexus_nx_2016_1978410588
Lexus RX, 2016;300 000  ₽;Верхние Лихоборы;https://www.avito.ru/moskva/avtomobili/lexus_rx_2016_1991673252
Lexus RX, 2014;1 759 000  ₽;Новохохловская;https://www.avito.ru/moskva/avtomobili/lexus_rx_2014_1975305276
Lexus RX, 2015;2 829 000  ₽;Проспект Вернадского;https://www.avito.ru/moskva/avtomobili/lexus_rx_2015_2001805710
Lexus NX, 2019;3 475 000  ₽;Ховрино;https://www.avito.ru/moskva/avtomobili/lexus_nx_2019_2010795575
Lexus RX, 2010;1 339 000  ₽;Новохохловская;https://www.avito.ru/moskva/avtomobili/lexus_rx_2010_2007500788
Lexus IS, 2003;535 000  ₽;Новогиреево;https://www.avito.ru/moskva/avtomobili/lexus_is_2003_1958449764
Lexus LS, 2015;2 150 000  ₽;Шаболовская;https://www.avito.ru/moskva/avtomobili/lexus_ls_2015_1889508776
Lexus NX, 2015;2 106 000  ₽;ЗИЛ;https://www.avito.ru/moskva/avtomobili/lexus_nx_2015_1975537896
Lexus NX, 2017;2 329 000  ₽;Угрешская;https://www.avito.ru/moskva/avtomobili/lexus_nx_2017_1966807391
Lexus LX, 2013;3 000 000  ₽;Крылатское;https://www.avito.ru/moskva/avtomobili/lexus_lx_2013_1978269321
Lexus NX, 2019;3 499 000  ₽;Крылатское;https://www.avito.ru/moskva/avtomobili/lexus_nx_2019_1978225112
Lexus RX, 2016;2 897 000  ₽;Молодежная;https://www.avito.ru/moskva/avtomobili/lexus_rx_2016_1974025607
Lexus NX, 2016;2 399 000  ₽;Алтуфьево;https://www.avito.ru/moskva/avtomobili/lexus_nx_2016_1981099313
Lexus RX, 2015;2 965 000  ₽;Строгино;https://www.avito.ru/moskva/avtomobili/lexus_rx_2015_1994278386
Lexus RX, 2016;2 765 000  ₽;Строгино;https://www.avito.ru/moskva/avtomobili/lexus_rx_2016_1987863991
Lexus GS, 2010;1 033 000  ₽;Ясенево;https://www.avito.ru/moskva/avtomobili/lexus_gs_2010_1980857987
Lexus NX, 2016;2 875 000  ₽;Домодедовская;https://www.avito.ru/moskva/avtomobili/lexus_nx_2016_2010259959
Lexus GS, 2013;185 000  ₽;Лубянка;https://www.avito.ru/moskva/avtomobili/lexus_gs_2013_1817657080
